time,panda_joint1,panda_joint2,panda_joint3,panda_joint4,panda_joint5,panda_joint6,panda_joint7
11633609216.000000,-0.479874,0.339886,-0.097548,-2.216649,0.159485,2.415614,-1.477886
11667743232.000000,-0.479877,0.339894,-0.097545,-2.216654,0.159484,2.415612,-1.477883
11701461760.000000,-0.479874,0.339879,-0.097545,-2.216643,0.159484,2.415615,-1.477884
11735471104.000000,-0.479871,0.339891,-0.097545,-2.216643,0.159481,2.415613,-1.477882
11769737984.000000,-0.479873,0.339892,-0.097543,-2.216660,0.159486,2.415611,-1.477885
11803497216.000000,-0.479877,0.339863,-0.097545,-2.216641,0.159483,2.415615,-1.477889
11837640704.000000,-0.479877,0.339899,-0.097548,-2.216654,0.159485,2.415611,-1.477887
11871350784.000000,-0.479873,0.339888,-0.097545,-2.216652,0.159486,2.415612,-1.477884
11905473024.000000,-0.479871,0.339870,-0.097550,-2.216641,0.159486,2.415616,-1.477880
11939639040.000000,-0.479871,0.339896,-0.097545,-2.216654,0.159484,2.415613,-1.477879
11973551360.000000,-0.479877,0.339882,-0.097543,-2.216654,0.159484,2.415613,-1.477881
12007495936.000000,-0.479874,0.339881,-0.097545,-2.216643,0.159485,2.415615,-1.477884
12041701376.000000,-0.479877,0.339892,-0.097545,-2.216656,0.159484,2.415614,-1.477883
12075373312.000000,-0.479876,0.339876,-0.097543,-2.216649,0.159485,2.415612,-1.477882
12109491712.000000,-0.479874,0.339879,-0.097548,-2.216652,0.159486,2.415612,-1.477880
12143674880.000000,-0.479877,0.339889,-0.097547,-2.216652,0.159485,2.415612,-1.477883
12177305344.000000,-0.479876,0.339884,-0.097545,-2.216649,0.159483,2.415614,-1.477878
12212082176.000000,-0.479877,0.339884,-0.097545,-2.216652,0.159485,2.415613,-1.477883
12245517824.000000,-0.479876,0.339886,-0.097545,-2.216649,0.159486,2.415612,-1.477881
12279355648.000000,-0.479876,0.339884,-0.097546,-2.216649,0.159484,2.415613,-1.477889
12313671424.000000,-0.479878,0.339886,-0.097548,-2.216649,0.159484,2.415612,-1.477880
12347358464.000000,-0.479876,0.339884,-0.097548,-2.216649,0.159485,2.415615,-1.477883
12381832704.000000,-0.479877,0.339891,-0.097545,-2.216652,0.159486,2.415612,-1.477885
12415515392.000000,-0.479874,0.339883,-0.097543,-2.216649,0.159482,2.415616,-1.477886
12449581312.000000,-0.479874,0.339884,-0.097548,-2.216649,0.159484,2.415613,-1.477887
12483363328.000000,-0.479876,0.339892,-0.097548,-2.216652,0.159483,2.415614,-1.477886
12517627136.000000,-0.479877,0.339886,-0.097545,-2.216646,0.159485,2.415613,-1.477882
12551301376.000000,-0.479879,0.339883,-0.097545,-2.216646,0.159485,2.415612,-1.477883
12585393664.000000,-0.479871,0.339889,-0.097545,-2.216649,0.159481,2.415612,-1.477880
12619659008.000000,-0.479871,0.339883,-0.097543,-2.216649,0.159484,2.415613,-1.477880
12653589504.000000,-0.479869,0.339881,-0.097540,-2.216652,0.159486,2.415612,-1.477882
12687334144.000000,-0.479874,0.339888,-0.097545,-2.216650,0.159484,2.415617,-1.477882
12721558016.000000,-0.479884,0.339886,-0.097543,-2.216646,0.159485,2.415614,-1.477882
12755739136.000000,-0.479872,0.339881,-0.097548,-2.216651,0.159484,2.415612,-1.477878
12789342976.000000,-0.479876,0.339892,-0.097545,-2.216652,0.159481,2.415613,-1.477880
12823635968.000000,-0.479871,0.339881,-0.097545,-2.216649,0.159484,2.415614,-1.477887
12857464576.000000,-0.479876,0.339886,-0.097543,-2.216649,0.159484,2.415613,-1.477888
12891325440.000000,-0.479874,0.339887,-0.097545,-2.216643,0.159481,2.415617,-1.477883
12925486080.000000,-0.479877,0.339884,-0.097545,-2.216652,0.159485,2.415615,-1.477880
12959582976.000000,-0.479877,0.339886,-0.097545,-2.216647,0.159485,2.415613,-1.477880
12993768960.000000,-0.479879,0.339883,-0.097543,-2.216652,0.159484,2.415614,-1.477884
13027361792.000000,-0.479874,0.339888,-0.097545,-2.216652,0.159486,2.415613,-1.477880
13061481728.000000,-0.479877,0.339884,-0.097545,-2.216652,0.159482,2.415614,-1.477880
13095604992.000000,-0.479877,0.339889,-0.097545,-2.216652,0.159485,2.415614,-1.477883
